resume_index,job_1_match_score,job_2_match_score,job_3_match_score
155,"('Area Sales Manager', np.float64(0.9209302034878392))","('Business Analyst', np.float64(0.913694853997738))","('Business Analyst', np.float64(0.913694853997738))"
156,"('Human Resources Trainee', np.float64(0.9723343727572131))","('Human Resources Specialist', np.float64(0.9392157997687339))","('Operations Specialist – Successfactors RCM Noida', np.float64(0.9279412994911551))"
157,"('Public Relations Executive', np.float64(0.9696646094322204))","('Business Development - AIF', np.float64(0.960565745373747))","('Defence News Team (Digital)', np.float64(0.9467741940834863))"
158,"('SailPoint IAM Analyst', np.float64(0.9550020436621574))","('SailPoint IAM Analyst', np.float64(0.9550020436621574))","('SailPoint IAM Analyst', np.float64(0.9550020436621574))"
159,"('CDM Programmer SAS', np.float64(0.9680272961798453))","('Database Developer', np.float64(0.9632297287150348))","('Data Engineer (AWS)', np.float64(0.9610714520454915))"
160,"('Lecturer', np.float64(0.9598301332039354))","('Lecturer', np.float64(0.9598301332039354))","('STEM and Robotics Mentor', np.float64(0.9056043458014712))"
161,"('General Manager Finance', np.float64(0.9906938735808762))","('Business Development Manager - Gaming', np.float64(0.9863184609223011))","('Magento Developer Frontend', np.float64(0.9815602999920909))"
162,"('Unity Developer', np.float64(0.9466035055412584))","('Data science trainer', np.float64(0.9303309570433137))","('Unity Developer', np.float64(0.9235332236278815))"
163,"('Elementary School Teacher', np.float64(0.9521458400147342))","('Zumba Instructor', np.float64(0.8972088729493954))","('STEM and Robotics Mentor', np.float64(0.8946236120374146))"
164,"('AVP Senior Data Engineer', np.float64(0.9495198255760819))","('AVP Senior Data Engineer', np.float64(0.9495198255760819))","('Senior Product Support Analyst', np.float64(0.9264795616375252))"
165,"('Shopify Developer', np.float64(0.9124766148349347))","('Shopify Developer', np.float64(0.9124766148349347))","('Shopify Developer', np.float64(0.9013527549331383))"
166,"('Lead Fullstack Developer - Java & React [T500-5049]', np.float64(0.8624448349499058))","('Oracle ERP Business Support', np.float64(0.8592608234521905))","('RPA Developer', np.float64(0.856692311698022))"
167,"('Senior Research Analyst – Strategic Market Access', np.float64(0.9309355800625494))","('Corda Developer', np.float64(0.9157874243201436))","('Senior Clinical System Analyst', np.float64(0.9090696940408862))"
168,"('WebMethods Developer', np.float64(0.9647113696462692))","('C Developer', np.float64(0.963992775276076))","('Technical Lead', np.float64(0.9611619145290334))"
169,"('Phone Banking Officer', np.float64(0.9263925853677389))","('Chat process executive (fresher)', np.float64(0.8770804080096204))","('Quality Analyst', np.float64(0.8494832856848129))"
170,"('Senior Data Analyst', np.float64(1.0000000953674317))","('Senior Data Analyst', np.float64(1.0000000953674317))","('Data Scientist', np.float64(1.0000000953674317))"
171,"('Data Analyst', np.float64(0.9092409111345954))","('Data Analyst', np.float64(0.9092409111345954))","('Data Analyst', np.float64(0.9092409111345954))"
172,"('Quantitative Analyst', np.float64(0.8871357576295651))","('Debt Analyst, 5 plus years in Mumbai', np.float64(0.8535461133316564))","('Business Development Analyst', np.float64(0.8511195453145715))"
173,"('C, C ++, Java, Ruby, Python, Matlab, Target-Link, Software Engineer', np.float64(0.9082054794120676))","('C, C ++, Java, Ruby, Python, Matlab, Target-Link, Software Engineer', np.float64(0.9082054794120676))","('Perceptyne Robots – Embedded Systems Engineer (L3,4) – JD', np.float64(0.8971807200856342))"
174,"('ADAS Validation Engineer', np.float64(0.9607876024722242))","('Robotics Tutor', np.float64(0.9530908080588633))","('BCM Embedded Developer', np.float64(0.910888866619226))"
175,"('Artificial Intelligence Engineer', np.float64(0.9621087946670012))","('Artificial Intelligence Engineer', np.float64(0.9621087946670012))","('Data Scientist', np.float64(0.9484510214847134))"
176,"('Business Development Executive', np.float64(0.9638271209824298))","('IT Sales-Business Development Manager', np.float64(0.9581520047450116))","('Business Development Manager', np.float64(0.9475063103838448))"
177,"('Kafka', np.float64(0.7633269795753794))","('Senior Account Analyst', np.float64(0.7287318784362901))","('Senior Account Analyst', np.float64(0.7287318784362901))"
178,"('Account Executive', np.float64(0.8787895171947437))","('Assistant Manager Finance', np.float64(0.8460200977207057))","('R40008/R40009/R40010- Senior Internal Audit Analyst', np.float64(0.8167502972872994))"
179,"('Assistant Manager Finance', np.float64(0.9619374941182168))","('Senior Analyst', np.float64(0.9394363332372779))","('Senior Analyst', np.float64(0.9394363332372779))"
180,"('Business Development Specialist (UPS)', np.float64(0.9191620068369372))","('Sales Executive', np.float64(0.919147788405359))","('Backoffice Sales Coordinator - ( Electrical )', np.float64(0.9151802056438744))"
181,"('Digital Marketing Specialist', np.float64(0.9999999761581421))","('Photographer', np.float64(0.9767482330252705))","('Adobe Campaign Developer - for US based Banking project', np.float64(0.9706008680237543))"
182,"('Senior Application Engineer', np.float64(0.9704126873472109))","('Backoffice Sales Coordinator - ( Electrical )', np.float64(0.964540867366974))","('Sales - Quality Analyst', np.float64(0.9550007940992677))"
183,"('Mobile Application Developer', np.float64(0.9348910862390956))","('Mobile Application Developer', np.float64(0.9348910862390956))","('Mobile Application Developer', np.float64(0.8967854616611626))"
184,"('Development Specialist-L', np.float64(0.9597399914768958))","('Concentrix is hiring - AI/ ML Architect - Pan India', np.float64(0.9584663212366323))","('Concentrix is hiring - AI/ ML Architect - Pan India', np.float64(0.9584663212366323))"
185,"('STEM and Robotics Mentor', np.float64(0.8399418095500103))","('STEM and Robotics Mentor', np.float64(0.8399418095500103))","('Inside Sales Counselor', np.float64(0.814809433299627))"
186,"('Customer Service Associate II', np.float64(0.841585255172919))","('Customer Service Associate II-Consumer', np.float64(0.8408562701093942))","('Customer Service Associate II-Consumer', np.float64(0.8346572518669121))"
187,"('Project Manager', np.float64(0.8548353098021174))","('Assurance Data Analyst', np.float64(0.8425013836996005))","('Content Specialist & Digital Marketer', np.float64(0.8216100151597372))"
188,"('Trade Marketing Manager', np.float64(0.8097021797076507))","('Robotic Process Automation Consultant', np.float64(0.7973448759585546))","('Technical Product Owner', np.float64(0.7934436900670073))"
189,"('Data Analyst/Receptionist/Field investagator', np.float64(0.9021751729490693))","('Business Analyst', np.float64(0.89726265738632))","('Business Analyst', np.float64(0.89726265738632))"
190,"('Data Labeler', np.float64(0.9572890664724245))","('Data Processing Coordinator', np.float64(0.9139472778243117))","('Kafka', np.float64(0.9112109252334872))"
191,"('Digital Marketing Intern', np.float64(0.918729059980705))","('Investment Analyst', np.float64(0.9185781312680509))","('Sr Golang Developer', np.float64(0.8998069254322151))"
192,"('Business Development - Staffing and recruiting service', np.float64(0.9430206052507748))","('Conference Sales/Awards Sales Associate', np.float64(0.9249643670717923))","('Administration Executive/Office Admin/Office Assistant', np.float64(0.9198475177585004))"
193,"('Data Scientist', np.float64(0.9228637799882606))","('Data Engineer', np.float64(0.9088147312159344))","('Data Engineer', np.float64(0.9088147312159344))"
194,"('Senior Financial Analyst', np.float64(0.8972326662427916))","('Senior Financial Analyst', np.float64(0.8972326662427916))","('Excellant Opportunities for DevSecOps Engineer', np.float64(0.8734399995829526))"
195,"('Intern', np.float64(0.9772634961779519))","('Digital Experience Analyst', np.float64(0.921404042786494))","('Clinical Data Management Lead', np.float64(0.9012404955123823))"
196,"('Senior Business Consultant', np.float64(0.8988270848297915))","('Head - Key Accounts (Institutional & Govt. Business)', np.float64(0.8987691001514511))","('IT Sales-Business Development Manager', np.float64(0.892995164455108))"
197,"('Kafka', np.float64(0.8941600931596381))","('MSP Program Manager', np.float64(0.8694962156821209))","('Manager of Machine Learning', np.float64(0.8671848696072886))"
198,"('UAE IT recruiter', np.float64(0.8048395232042749))","('Content Development Manager', np.float64(0.7717450618743896))","('AS400', np.float64(0.7695001125335693))"
199,"('Front Office Executive', np.float64(0.898929456814801))","('Business Development Executive', np.float64(0.8660925717641957))","('Business Development Executive', np.float64(0.8660925717641957))"
200,"('Senior Analyst - General Ledger / Accounting generalist', np.float64(0.9348767669257004))","('Senior Analyst - General Ledger / Accounting generalist', np.float64(0.9348767669257004))","('Business Analyst - Reconciliation', np.float64(0.9316113323660443))"
201,"('Robotics and Electronics Educator', np.float64(0.8531598397121785))","('Robotics and Electronics Educator', np.float64(0.8531598397121785))","('Educational Counselor', np.float64(0.8346870692874744))"
202,"('Business Analyst', np.float64(0.9707953037764289))","('Business Analyst', np.float64(0.9707953037764289))","('Business Analyst', np.float64(0.9707953037764289))"
203,"('Software Engineer - Jira Administrator (UK Shift)', np.float64(0.9901074162898305))","('Information Technology Support Specialist', np.float64(0.9759226202964782))","('Bluetooth Firmware Engineer', np.float64(0.9757929050492269))"
204,"('Business Development Manager', np.float64(0.9253122358149094))","('Business Development Manager', np.float64(0.9253122358149094))","('Business Development Manager', np.float64(0.9152373657975175))"
205,"('STEM and Robotics Mentor', np.float64(0.8012769756757767))","('STEM and Robotics Mentor', np.float64(0.8012769756757767))","('Teacher', np.float64(0.7965278002733926))"
206,"('STEM and Robotics Mentor', np.float64(0.890955093592046))","('STEM and Robotics Mentor', np.float64(0.890955093592046))","('Lecturer', np.float64(0.8797822707581907))"
207,"('PHP Developer_Onsite_Muscut(Oman)_C2H', np.float64(0.9978723440560321))","('PHP Developer', np.float64(0.9969619589051681))","('Backend PHP Developer', np.float64(0.9949210670584516))"
208,"('Team Member - Culinary (Kitchen Staff)', np.float64(0.6538413127638211))","('Accounts Manager', np.float64(0.6383205469949345))","('Accounts MIS Specialist', np.float64(0.6078954554691601))"
209,"('Finance Intern', np.float64(0.9604603920371915))","('VP / AVP – Financial Research (Remote Working Option)', np.float64(0.9401519502239379))","('Senior Product Marketer', np.float64(0.9324313455302696))"
210,"('Business Development Manager', np.float64(0.9498503593890804))","('Data science trainer', np.float64(0.9448759674979457))","('Lecturer', np.float64(0.9379378334736821))"
211,"('Salesforce Automation', np.float64(0.9858918306020547))","('Salesforce Automation', np.float64(0.9858918306020547))","('Salesforce Automation', np.float64(0.9858918306020547))"
212,"('Pega Developers', np.float64(0.9337056054523047))","('Celonis Specialist', np.float64(0.9103216133918722))","('Senior Business Analyst', np.float64(0.909208910407008))"
213,"('IE Test Engineer', np.float64(0.9996709611387138))","('Larval Developer', np.float64(0.8294775179599087))","('Larval Developer', np.float64(0.8294775179599087))"
214,"('Sports Coach', np.float64(0.9800692754354309))","('Customer Success Manager', np.float64(0.9657577074970456))","('Customer Success Manager', np.float64(0.9638463885255455))"
215,"('ssrs', np.float64(0.9749478099374219))","('ssrs', np.float64(0.9749478099374219))","('ssrs', np.float64(0.9749478099374219))"
216,"('Deputy General Manager - Customer Success and Quality || Permanent hiring for a leading European MNC', np.float64(0.9651395439940504))","('Salesforce Automation', np.float64(0.955995983854085))","('Salesforce Automation', np.float64(0.955995983854085))"
217,"('Duty medical officer', np.float64(0.8578818394773247))","('Mumbai', np.float64(0.8232330537130647))","('Life Actuary / Actuarial Analyst', np.float64(0.814879167046814))"
218,"('Public Relations Executive', np.float64(0.952047984633296))","('Forensics Corporate Intelligence (Anayst/Associate Consultant/ Consultant)', np.float64(0.8882091516715082))","('Multiple Roles for S4 HANA(PAN India)', np.float64(0.8757932898111022))"
219,"('Travel Sales Agents', np.float64(0.9719086270412882))","('Business Development Manager', np.float64(0.9612923278318598))","('International Business Specialist', np.float64(0.9603313261835669))"
220,"('Designer / Architect', np.float64(0.9669443842357144))","('Junior Architect', np.float64(0.9454296208230853))","('Architect', np.float64(0.9441692239861379))"
221,"('Editor in Chief', np.float64(0.9819567334612133))","('Scrum Master', np.float64(0.964365763039838))","('Scrum Master', np.float64(0.964365763039838))"
222,"('Senior Academic Counselor', np.float64(0.8781853437300864))","('Business Development Specialist', np.float64(0.8515515577988619))","('Online Tutor', np.float64(0.8177083018240833))"
